Activity Type, User ID, RM ID, User OS, Viewing App, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time
VIEW,205963,,WINDOWS_10,CHROME,,,,Toolwire_Writing_Games_Catalog.pdf,,1,15,18-May-2017,2:12:12
VIEW,205963,,WINDOWS_10,CHROME,,,,VIDEO (2:30),,1,5,18-May-2017,2:10:30
VIEW,205963,,WINDOWS_10,CHROME,,,,Writing Games - Frequently Asked Questions.pdf,,1,15,18-May-2017,2:09:59
VIEW,205963,,WINDOWS_10,CHROME,,,,COMPETENCIES / LEARNING OBJECTIVES,,1,65,17-May-2017,23:43:12
VIEW,205963,,WINDOWS_10,CHROME,,,,INSTRUCTIONAL DESIGN,,1,160,17-May-2017,23:40:24
VIEW,205963,,WINDOWS_10,CHROME,,,,Overview Video,,1,530,17-May-2017,23:39:17
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,17-May-2017,20:12:21
VIEW,5213743,,WINDOWS_7,IE11,,,,Gamification Demo,,1,345,17-May-2017,19:33:34
VIEW,5213743,,WINDOWS_7,IE11,,,,Account Credentials,,1,10,17-May-2017,19:33:23
VIEW,5213743,,WINDOWS_7,IE11,,,,Gamification Demo User Guide,,1,45,17-May-2017,19:32:36
VIEW,5213743,,WINDOWS_7,IE11,,,,Toolwire Gamification Platform - White Paper,,1,30,17-May-2017,19:32:04
VIEW,5201555,,WINDOWS_7,CHROME,,,,Account Credentials,,1,30,17-May-2017,19:31:40
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,910,17-May-2017,19:27:53
SHARE,346016,346016,,,,17-May-2017,13:31:26,TILE Learning Platform,WEB,0,0,17-May-2017,13:31:26
SHARE,1359602,346016,,,,17-May-2017,13:12:29,TILE Learning Platform,WEB,0,0,17-May-2017,13:12:29
SHARE,294943,346016,,,,17-May-2017,13:12:29,TILE Learning Platform,WEB,0,0,17-May-2017,13:12:29
SHARE,1359602,346016,,,,17-May-2017,13:12:13,TILE Learning Platform,WEB,0,0,17-May-2017,13:12:13
SHARE,294943,346016,,,,17-May-2017,13:12:13,TILE Learning Platform,WEB,0,0,17-May-2017,13:12:13
VIEW,346016,,WINDOWS_10,CHROME,,,,Trailer Video (2:44),,1,135,17-May-2017,13:03:40
SHARE,346016,346016,,,,17-May-2017,4:24:44,TILE Learning Platform,WEB,1,330,17-May-2017,4:24:44
VIEW,205963,,WINDOWS_10,CHROME,,,,COMPETENCIES / LEARNING OBJECTIVES,,1,5,17-May-2017,3:08:46
VIEW,512832,,WINDOWS_7,CHROME,,,,Statistics LiveLabs,,1,65,17-May-2017,2:54:55
SHARE,512832,205963,,,Toolwire Sales,17-May-2017,2:54:27,Toolwire Simulations for Business & Security Courses,WEB,1,65,17-May-2017,2:54:27
VIEW,205963,,WINDOWS_10,CHROME,,,,COMPETENCIES / LEARNING OBJECTIVES,,1,10,17-May-2017,2:18:37
VIEW,205963,,WINDOWS_10,CHROME,,,,INSTRUCTIONAL DESIGN,,1,20,17-May-2017,2:17:12
VIEW,211675,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,10,16-May-2017,23:45:44
VIEW,211675,,WINDOWS_10,CHROME,,,,Account Credentials,,1,5,16-May-2017,23:45:17
VIEW,346016,,WINDOWS_10,CHROME,,,,Sharing - by Most Recent View,,1,20,16-May-2017,23:07:48
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,125,16-May-2017,19:01:54
VIEW,4932048,,WINDOWS_81,CHROME,,,,1. Business Basics - SUBMIT,,1,5,16-May-2017,19:01:11
VIEW,4932048,,WINDOWS_81,CHROME,,,,10. Interviewing - SUBMIT,,1,5,16-May-2017,19:00:42
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,5,16-May-2017,2:04:05
VIEW,197521,,WINDOWS_10,CHROME,,,,Security Breach Digital Media Desktop Video,,1,10,16-May-2017,2:00:01
VIEW,197521,,WINDOWS_10,CHROME,,,,Security Breach Digital Media Desktop Video,,1,15,16-May-2017,1:59:46
VIEW,197521,,WINDOWS_10,CHROME,,,,Statistics LiveLabs Product Sheet,,1,5,16-May-2017,1:59:21
VIEW,197521,,WINDOWS_10,CHROME,,,,Statistics LiveLab Overview,,1,5,16-May-2017,1:59:01
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,15-May-2017,17:55:21
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,255,15-May-2017,15:07:36
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,570,15-May-2017,14:11:25
SHARE,5031947,2978304,,,Red River College,10-Mar-2017,8:32:06,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,8955,14-May-2017,11:21:00
VIEW,5031947,,WINDOWS_10,EDGE14,,,,8. Marketing - SUBMIT,,1,20,14-May-2017,11:20:09
VIEW,5031947,,WINDOWS_10,EDGE14,,,,8. Marketing - PLAY,,1,1180,14-May-2017,11:00:02
VIEW,5031947,,WINDOWS_10,EDGE14,,,,8. Marketing - PLAY,,1,3380,14-May-2017,10:02:30
VIEW,5031947,,WINDOWS_10,EDGE14,,,,8. Marketing - PLAY,,1,195,14-May-2017,9:00:01
VIEW,5031947,,WINDOWS_10,EDGE14,,,,8. Marketing - PLAY,,1,1475,14-May-2017,8:26:48
VIEW,5031947,,WINDOWS_10,EDGE14,,,,2. Meeting Success - PLAY,,1,325,14-May-2017,8:14:50
SHARE,5211270,2978304,,,Red River College,10-Apr-2017,7:56:15,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,365,14-May-2017,7:47:00
VIEW,5211270,,MAC_OS_X,SAFARI,,,,8. Marketing - RATE (1-10),,1,20,14-May-2017,7:45:30
VIEW,5211270,,MAC_OS_X,SAFARI,,,,8. Marketing - SUBMIT,,1,10,14-May-2017,7:44:48
VIEW,5211270,,MAC_OS_X,SAFARI,,,,8. Marketing - PLAY,,1,70,14-May-2017,7:05:26
VIEW,5211270,,MAC_OS_X,SAFARI,,,,8. Marketing - PLAY,,1,15,14-May-2017,6:48:04
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,8. Marketing - RATE (1-10),,1,15,13-May-2017,0:18:49
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,8. Marketing - SUBMIT,,1,35,13-May-2017,0:17:39
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,8. Marketing - PLAY,,1,1000,13-May-2017,0:00:01
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,8. Marketing - PLAY,,1,3480,12-May-2017,23:00:04
VIEW,4932020,,,,,,,8. Marketing - PLAY,,1,0,12-May-2017,22:59:59
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,8. Marketing - PLAY,,1,2260,12-May-2017,22:22:19
VIEW,4932020,,WINDOWS_XP,FIREFOX34,,,,8. Marketing - PLAY,,1,30,12-May-2017,21:32:22
VIEW,5322448,,WINDOWS_10,CHROME,,,,Data Engineering - Lab 05,,1,395,12-May-2017,1:38:22
VIEW,197521,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,35,12-May-2017,1:36:17
VIEW,197521,,WINDOWS_10,CHROME,,,,Account Credentials,,1,10,12-May-2017,1:36:00
SHARE,197521,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",12-May-2017,1:35:35,Cognizant - OCM Gamification Demo,WEB,1,45,12-May-2017,1:35:35
VIEW,5322448,,WINDOWS_10,CHROME,,,,Data Engineering - Lab 04,,1,320,12-May-2017,1:32:28
VIEW,5322448,,WINDOWS_10,CHROME,,,,Data Engineering - Lab 03,,1,395,12-May-2017,1:25:30
VIEW,5322448,,WINDOWS_10,CHROME,,,,Data Engineering - Lab 02,,1,530,12-May-2017,1:15:31
VIEW,5322448,,WINDOWS_10,CHROME,,,,Data Engineering - Lab 01,,1,370,12-May-2017,1:09:02
VIEW,5201555,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,145,11-May-2017,22:38:39
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,810,11-May-2017,22:00:03
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,320,11-May-2017,21:54:43
VIEW,197521,,WINDOWS_10,CHROME,,,,EVAL - LiveLab - Performing Reconnaissance and Probing using Common Tools,,1,740,11-May-2017,21:35:31
VIEW,197521,,WINDOWS_10,CHROME,,,,VIDEO (1:27) - Toolwire Virtual Desktops,,1,125,11-May-2017,21:32:40
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,11-May-2017,19:27:41
VIEW,5201555,,WINDOWS_7,CHROME,,,,Account Credentials,,1,25,11-May-2017,18:08:48
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,475,11-May-2017,18:08:38
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,245,11-May-2017,16:00:11
VIEW,5201555,,WINDOWS_7,CHROME,,,,Account Credentials,,1,25,11-May-2017,15:26:08
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,505,11-May-2017,15:22:58
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",11-May-2017,5:38:48,Trial Access - Toolwire Writing Games (17),WEB,0,0,11-May-2017,5:38:48
VIEW,229551,,WINDOWS_10,CHROME,,,,Catalog and Learning Objectives,,1,25,11-May-2017,5:03:37
VIEW,5322448,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 03,,1,110,10-May-2017,20:57:19
VIEW,5322448,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 02,,1,550,10-May-2017,20:45:17
VIEW,5322448,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 01,,1,110,10-May-2017,20:33:20
SHARE,5336945,346016,,,,10-May-2017,0:45:17,TILE Learning Platform,ANDROID,0,0,10-May-2017,0:45:17
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,9-May-2017,15:51:51
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,9-May-2017,14:04:36
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,50,9-May-2017,13:45:44
VIEW,5335194,,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,Trailer Video (2:44),,1,5,9-May-2017,6:13:18
VIEW,5201555,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,90,8-May-2017,21:28:33
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,35,8-May-2017,16:30:21
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,120,8-May-2017,15:28:09
VIEW,5211270,,MAC_OS_X,SAFARI,,,,2. Meeting Success - PLAY,,1,5,8-May-2017,7:03:44
VIEW,5211270,,MAC_OS_X,SAFARI,,,,2. Meeting Success - PLAY,,1,10,8-May-2017,6:58:30
VIEW,4932048,,WINDOWS_10,CHROME45,,,,2. Meeting Success - SUBMIT,,1,15,7-May-2017,10:50:01
VIEW,4932048,,WINDOWS_10,CHROME45,,,,2. Meeting Success - PLAY,,1,1275,7-May-2017,10:23:47
VIEW,4932048,,WINDOWS_10,CHROME45,,,,2. Meeting Success - PLAY,,1,15,7-May-2017,9:54:24
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,1. Planning and Writing - SUBMIT,,1,5,7-May-2017,8:29:05
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - RATE (1-10),,1,10,7-May-2017,8:28:47
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - SUBMIT,,1,45,7-May-2017,8:26:41
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - PLAY,,1,20,7-May-2017,8:25:19
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - PLAY,,1,2930,6-May-2017,10:00:02
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - PLAY,,1,1580,6-May-2017,9:00:00
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,2. Meeting Success - PLAY,,1,1580,6-May-2017,8:33:40
VIEW,1985348,,WINDOWS_10,CHROME,,,,Trailer Video (2:44),,1,95,6-May-2017,5:40:57
VIEW,197521,,WINDOWS_10,CHROME,,,,Programming for Security Professionals - Lab 01,,1,20,5-May-2017,22:09:53
VIEW,1557433,,ANDROID6,CHROME_MOBILE,,,,TILE Whitepaper,,1,80,5-May-2017,3:00:25
VIEW,1557433,,ANDROID6,CHROME_MOBILE,,,,TILE Whitepaper,,1,40,5-May-2017,2:59:00
SHARE,1557433,230605,,,,5-May-2017,2:56:20,Trailer Video (2:44),ANDROID,1,70,5-May-2017,2:59:00
VIEW,1557433,,ANDROID6,CHROME_MOBILE,,,,Trailer Video (2:44),,1,70,5-May-2017,2:57:11
VIEW,230605,,ANDROID6,CHROME_MOBILE,,,,TILE Whitepaper,,1,65,5-May-2017,2:53:52
VIEW,230605,,ANDROID6,CHROME_MOBILE,,,,Trailer Video (2:44),,1,175,5-May-2017,2:52:55
VIEW,197521,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 01,,1,200,5-May-2017,2:44:50
SHARE,4931956,2978304,,,Red River College,7-Mar-2017,19:38:28,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,10375,5-May-2017,1:34:00
VIEW,4931956,,WINDOWS_7,CHROME,,,,3. Teamwork - PLAY,,1,25,5-May-2017,1:32:59
VIEW,4931956,,WINDOWS_7,CHROME,,,,6. Routine and Positive Messages - PLAY,,1,1945,5-May-2017,1:00:02
VIEW,4931956,,WINDOWS_7,CHROME,,,,6. Routine and Positive Messages - PLAY,,1,295,5-May-2017,0:55:07
VIEW,4931956,,WINDOWS_7,CHROME,,,,6. Operations Management - PLAY,,1,600,5-May-2017,0:39:00
VIEW,4931956,,WINDOWS_7,CHROME,,,,10. Finance - PLAY,,1,25,5-May-2017,0:25:46
VIEW,2069490,,WINDOWS_7,CHROME,,,,Identifying and Managing Risk - in course currently,,1,450,4-May-2017,22:44:17
SHARE,5322494,346016,,,,4-May-2017,22:07:48,Trailer Video (2:44),ANDROID,1,40,4-May-2017,22:10:00
VIEW,5322494,,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,Trailer Video (2:44),,1,40,4-May-2017,22:08:42
VIEW,346016,,ANDROID_MOBILE,CHROME_MOBILE,,,,Trailer Video (2:44),,1,120,4-May-2017,22:06:16
VIEW,229551,,WINDOWS_10,CHROME,,,,Gamification Demo User Guide,,1,5,4-May-2017,21:42:43
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Gamification Platform - White Paper,,1,10,4-May-2017,21:35:13
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Gamification Platform Trailer,,1,10,4-May-2017,21:34:58
VIEW,5322448,,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,Communications Instructional Design Brief - Topics and Objectives,,1,5,4-May-2017,21:34:45
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",4-May-2017,21:28:52,Cognizant - OCM Gamification Demo,WEB,1,350,4-May-2017,21:28:52
SHARE,4350969,197521,,,Client Solutions,4-May-2017,3:49:29,Example Desktop with Nessus,WEB,0,0,4-May-2017,3:49:29
SHARE,197521,197521,,,Client Solutions,3-May-2017,19:32:27,Example Desktop with Nessus,WEB,0,0,3-May-2017,19:32:27
SHARE,5312309,197521,,,Client Solutions,2-May-2017,21:21:22,Capella Environment Samplings + Business Simulations,WEB,0,0,2-May-2017,21:21:22
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,2-May-2017,21:05:37
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,5,2-May-2017,18:09:31
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,125,2-May-2017,16:03:51
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,1685,2-May-2017,15:00:05
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,410,2-May-2017,14:47:55
VIEW,5200795,,WINDOWS_10,CHROME,,,,ANLT5010: Foundations in Analytics,,1,45,2-May-2017,4:59:04
SHARE,205963,197521,,,Client Solutions,1-May-2017,21:18:14,Example Desktop with Nessus,WEB,0,0,1-May-2017,21:18:14
VIEW,5211270,,MAC_OS_X,SAFARI,,,,3. Teamwork - RATE (1-10),,1,10,30-Apr-2017,22:49:19
VIEW,5211270,,MAC_OS_X,SAFARI,,,,3. Teamwork - SUBMIT,,1,15,30-Apr-2017,22:48:54
VIEW,5211270,,MAC_OS_X,SAFARI,,,,3. Teamwork - PLAY,,1,75,30-Apr-2017,22:11:23
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - RATE (1-10),,1,5,30-Apr-2017,20:08:25
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - SUBMIT,,1,5,30-Apr-2017,20:07:54
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - RATE (1-10),,1,15,30-Apr-2017,19:41:44
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - SUBMIT,,1,50,30-Apr-2017,19:40:26
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - PLAY,,1,2280,30-Apr-2017,19:00:03
VIEW,4932020,,WINDOWS_XP,FIREFOX34,,,,3. Teamwork - PLAY,,1,750,30-Apr-2017,18:44:52
VIEW,5031947,,WINDOWS_10,EDGE14,,,,3. Teamwork - SUBMIT,,1,25,30-Apr-2017,9:55:31
VIEW,5031947,,WINDOWS_10,EDGE14,,,,3. Teamwork - PLAY,,1,2355,30-Apr-2017,9:06:25
VIEW,4932020,,WINDOWS_XP,FIREFOX34,,,,9. Accounting - SUBMIT,,1,20,29-Apr-2017,2:45:58
VIEW,5302500,,WINDOWS_7,FIREFOX,,,,Toolwire Gamification Platform Trailer,,1,5,29-Apr-2017,2:03:16
SHARE,5302500,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",28-Apr-2017,21:47:12,Cognizant - OCM Gamification Demo,WEB,1,5,28-Apr-2017,21:47:12
VIEW,5201555,,WINDOWS_7,CHROME,,,,Account Credentials,,1,50,28-Apr-2017,21:00:55
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,285,28-Apr-2017,21:00:29
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,725,28-Apr-2017,20:06:00
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,415,28-Apr-2017,17:26:32
VIEW,229551,,WINDOWS_10,CHROME,,,,1-PAGER,,1,75,28-Apr-2017,3:10:04
VIEW,229551,,WINDOWS_10,CHROME,,,,Evaluation & Implementation Guide,,1,60,28-Apr-2017,3:08:40
VIEW,5201555,,WINDOWS_7,CHROME,,,,Gamification Demo,,1,20,27-Apr-2017,20:08:09
VIEW,5201555,,WINDOWS_7,IE11,,,,Toolwire Gamification Platform Trailer,,1,25,27-Apr-2017,19:09:13
VIEW,5201555,,WINDOWS_7,IE11,,,,Toolwire Gamification Platform - White Paper,,1,5,27-Apr-2017,19:09:05
VIEW,5201555,,WINDOWS_7,IE11,,,,Gamification Demo,,1,1600,27-Apr-2017,19:08:28
VIEW,5201555,,WINDOWS_7,IE11,,,,Gamification Demo,,1,250,27-Apr-2017,18:46:58
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,280,27-Apr-2017,3:00:00
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,835,27-Apr-2017,2:46:06
SHARE,5220703,197521,,,Client Solutions,14-Apr-2017,6:11:36,Capella Environment Samplings + Business Simulations,WEB,1,6840,26-Apr-2017,18:13:00
VIEW,5220703,,WINDOWS_10,CHROME,,,,Cross Platform Mobile Application Development (in QA testing stage),,1,775,26-Apr-2017,18:00:04
VIEW,5220703,,,,,,,Cross Platform Mobile Application Development (in QA testing stage),,1,0,26-Apr-2017,17:59:59
VIEW,5220703,,WINDOWS_10,CHROME,,,,Cross Platform Mobile Application Development (in QA testing stage),,1,1000,26-Apr-2017,17:43:18
SHARE,5289427,346016,,,,26-Apr-2017,0:41:45,Overview,ANDROID,1,270,26-Apr-2017,8:48:00
VIEW,5289427,,ANDROID_MOBILE,CHROME_MOBILE,,,,TILE Whitepaper,,1,30,26-Apr-2017,8:47:09
SHARE,4369845,2978304,,,Red River College,26-Jan-2017,2:54:43,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,20157,26-Apr-2017,3:46:00
VIEW,4369845,,WINDOWS_10,CHROME,,,,5. Management Basics - PLAY,,1,85,26-Apr-2017,3:44:01
VIEW,4369845,,WINDOWS_10,CHROME,,,,4. Small Business and Entrepreneurship - SUBMIT,,1,20,26-Apr-2017,3:43:30
VIEW,346016,,ANDROID_MOBILE,CHROME_MOBILE,,,,TILE Whitepaper,,1,5,26-Apr-2017,0:55:34
VIEW,346016,,ANDROID_MOBILE,CHROME_MOBILE,,,,Trailer Video (2:44),,1,70,26-Apr-2017,0:54:19
VIEW,197521,,WINDOWS_10,CHROME,,,,"About Toolwire, Inc. & About the Training Today",,1,5,26-Apr-2017,0:49:53
VIEW,5289427,,ANDROID_MOBILE,CHROME_MOBILE,,,,TILE Whitepaper,,1,120,26-Apr-2017,0:47:52
VIEW,5289427,,ANDROID_MOBILE,CHROME_MOBILE,,,,Trailer Video (2:44),,1,120,26-Apr-2017,0:44:56
SHARE,5289438,346016,,,,26-Apr-2017,0:42:36,Overview,ANDROID,0,0,26-Apr-2017,0:42:36
SHARE,1985348,346016,,,,26-Apr-2017,0:39:15,TILE Learning Platform,WEB,1,95,26-Apr-2017,0:39:15
SHARE,4931962,2978304,,,Red River College,7-Mar-2017,19:38:44,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,6380,25-Apr-2017,8:46:00
VIEW,4931962,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,320,25-Apr-2017,8:40:22
SHARE,5284191,2978304,,,Red River College,25-Apr-2017,5:47:16,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,10,25-Apr-2017,5:49:00
VIEW,5284191,,WINDOWS_10,FIREFOX,,,,9. Accounting - PLAY,,1,10,25-Apr-2017,5:48:08
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,365,25-Apr-2017,3:00:03
VIEW,197521,,,,,,,DEMO - Security Breach - Missions 1-3,,1,0,25-Apr-2017,2:59:58
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,1290,25-Apr-2017,2:38:24
SHARE,5282403,211675,,,,24-Apr-2017,23:45:49,Cognizant - OCM Gamification Demo,WEB,1,55,24-Apr-2017,23:45:49
VIEW,5282403,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,55,24-Apr-2017,23:41:18
SHARE,5282403,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",24-Apr-2017,23:41:07,Cognizant - OCM Gamification Demo,WEB,1,55,24-Apr-2017,23:41:07
VIEW,211675,,WINDOWS_10,CHROME,,,,Toolwire Gamification Platform Trailer,,1,10,24-Apr-2017,23:35:43
VIEW,211675,,WINDOWS_10,CHROME,,,,Toolwire Gamification Platform - White Paper,,1,5,24-Apr-2017,23:35:33
VIEW,211675,,WINDOWS_10,CHROME,,,,Gamification Demo User Guide,,1,5,24-Apr-2017,23:35:22
VIEW,211675,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,15,24-Apr-2017,23:35:14
VIEW,211675,,WINDOWS_10,CHROME,,,,Account Credentials,,1,15,24-Apr-2017,23:34:29
VIEW,5213743,,WINDOWS_10,CHROME,,,,Account Credentials,,1,20,24-Apr-2017,23:14:15
VIEW,5211270,,MAC_OS_X,SAFARI,,,,9. Accounting - RATE (1-10),,1,10,24-Apr-2017,4:08:54
VIEW,5211270,,MAC_OS_X,SAFARI,,,,9. Accounting - SUBMIT,,1,10,24-Apr-2017,4:08:06
VIEW,5211270,,MAC_OS_X,SAFARI,,,,9. Accounting - PLAY,,1,5,24-Apr-2017,4:00:25
VIEW,5211270,,MAC_OS_X,SAFARI,,,,9. Accounting - PLAY,,1,15,24-Apr-2017,3:46:11
VIEW,4931956,,WINDOWS_7,CHROME,,,,9. Accounting - RATE (1-10),,1,85,23-Apr-2017,21:05:40
VIEW,4931956,,WINDOWS_7,CHROME,,,,9. Accounting - RATE (1-10),,1,120,23-Apr-2017,11:37:40
VIEW,4931956,,WINDOWS_7,CHROME,,,,9. Accounting - SUBMIT,,1,45,23-Apr-2017,11:36:18
VIEW,4931956,,WINDOWS_7,CHROME,,,,9. Accounting - PLAY,,1,210,23-Apr-2017,10:54:17
VIEW,4931956,,WINDOWS_7,CHROME,,,,9. Accounting - PLAY,,1,15,23-Apr-2017,9:23:54
VIEW,4932048,,WINDOWS_10,CHROME45,,,,9. Accounting - SUBMIT,,1,50,23-Apr-2017,8:37:18
VIEW,4932048,,WINDOWS_10,CHROME45,,,,9. Accounting - PLAY,,1,1090,23-Apr-2017,8:00:01
VIEW,4932048,,WINDOWS_10,CHROME45,,,,9. Accounting - PLAY,,1,745,23-Apr-2017,7:47:07
SHARE,4369905,2978304,,,Red River College,26-Jan-2017,2:56:29,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,39377,23-Apr-2017,5:33:00
VIEW,4369905,,WINDOWS_10,CHROME,,,,4. Small Business and Entrepreneurship - SUBMIT,,1,5,23-Apr-2017,5:32:19
VIEW,4932048,,WINDOWS_10,EDGE14,,,,9. Accounting - PLAY,,1,980,22-Apr-2017,8:08:45
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - PLAY,,1,50,21-Apr-2017,23:00:00
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,3. Teamwork - PLAY,,1,370,21-Apr-2017,22:53:50
VIEW,229551,,WINDOWS_10,CHROME,,,,TILE Whitepaper,,1,10,21-Apr-2017,22:38:24
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,9. Accounting - RATE (1-10),,1,30,21-Apr-2017,22:29:24
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,9. Accounting - SUBMIT,,1,45,21-Apr-2017,22:27:16
VIEW,5213743,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,870,21-Apr-2017,22:14:28
VIEW,5213743,,WINDOWS_10,CHROME,,,,Account Credentials,,1,45,21-Apr-2017,22:13:38
VIEW,1904675,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,90,21-Apr-2017,22:06:04
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,9. Accounting - PLAY,,1,1260,21-Apr-2017,22:05:50
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,9. Accounting - PLAY,,1,1870,21-Apr-2017,21:01:04
VIEW,1904675,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,15,21-Apr-2017,21:00:03
VIEW,1904675,,,,,,,Gamification Demo,,1,0,21-Apr-2017,20:59:58
VIEW,1904675,,WINDOWS_10,CHROME,,,,Gamification Demo,,1,300,21-Apr-2017,20:42:39
VIEW,5213743,,CHROME_OS,CHROME,,,,Gamification Demo,,1,175,21-Apr-2017,20:02:49
VIEW,5213743,,WINDOWS_7,IE11,,,,Gamification Demo,,1,50,21-Apr-2017,19:28:28
VIEW,5213743,,WINDOWS_7,IE11,,,,Account Credentials,,1,5,21-Apr-2017,19:28:21
VIEW,5220703,,WINDOWS_10,CHROME,,,,Introduction to Programming with Java,,1,1305,21-Apr-2017,6:15:52
