Activity Type, User ID, RM ID, User OS, Viewing App, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time
SHARE,5931852,197521,,,Client Solutions,18-Aug-2017,0:53:39,English/Writing GameScapes and Games,WEB,1,5505,18-Aug-2017,22:43:00
VIEW,5931852,,WINDOWS_7,CHROME,,,,Introductions and Conclusions: Set the Stage,,1,285,18-Aug-2017,22:37:45
VIEW,5931852,,WINDOWS_7,CHROME,,,,Paragraph Structure: Find the Balance,,1,1635,18-Aug-2017,22:00:03
VIEW,5931852,,WINDOWS_7,CHROME,,,,Paragraph Structure: Find the Balance,,1,3555,18-Aug-2017,21:00:01
VIEW,5931852,,WINDOWS_7,CHROME,,,,Paragraph Structure: Find the Balance,,1,30,18-Aug-2017,20:59:28
SHARE,5864595,197521,,,Client Solutions,10-Aug-2017,3:27:06,English/Writing GameScapes and Games,WEB,1,1240,18-Aug-2017,20:56:00
VIEW,5864595,,WINDOWS_7,IE11,,,,Thesis Statements: What's the Point?,,1,5,18-Aug-2017,20:55:11
SHARE,5926033,197521,,,Client Solutions,17-Aug-2017,21:41:24,Business Foundations,WEB,0,0,17-Aug-2017,21:41:24
SHARE,3837716,197521,,,Client Solutions,17-Aug-2017,21:33:05,Business Foundations,WEB,1,51490,17-Aug-2017,21:33:05
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Planning and Writing,,1,350,17-Aug-2017,3:11:48
VIEW,197521,,WINDOWS_10,CHROME,,,,Topics and Learning Objectives,,1,35,17-Aug-2017,3:08:54
VIEW,197521,,WINDOWS_10,CHROME,,,,Topics and Learning Objectives,,1,25,17-Aug-2017,3:04:10
VIEW,197521,,WINDOWS_10,CHROME,,,,VIDEO - Trailer (3:32),,1,5,17-Aug-2017,3:03:59
VIEW,197521,,WINDOWS_10,CHROME,,,,Topics & Learning Objectives,,1,20,17-Aug-2017,3:03:38
SHARE,3010402,5538419,,,,16-Aug-2017,15:44:41,Mission 14: Spring MVC,WEB,0,0,16-Aug-2017,15:44:41
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",16-Aug-2017,3:19:36,Voorhees College_FacultyResources,WEB,1,8305,16-Aug-2017,3:19:36
SHARE,2266502,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",27-Apr-2016,3:36:24,Communication,WEB,1,297,15-Aug-2017,23:39:00
VIEW,2266502,,WINDOWS_10,CHROME,,,,VIDEO (3:32),,1,25,15-Aug-2017,23:37:59
SHARE,5735336,5538419,,,,12-Aug-2017,1:20:16,Mission 14: Spring MVC,WEB,0,0,12-Aug-2017,1:20:16
SHARE,2934058,211675,,,,10-Aug-2017,11:29:01,Mission 12: Spring Core,WEB,0,0,10-Aug-2017,11:29:01
SHARE,1657717,197521,,,Client Solutions,10-Aug-2017,4:15:28,English/Writing GameScapes and Games,WEB,0,0,10-Aug-2017,4:15:28
VIEW,5864595,,WINDOWS_7,CHROME,,,,Sentence Structure: Writer‰Ûªs Block II,,1,230,10-Aug-2017,4:00:03
VIEW,5864595,,WINDOWS_7,CHROME,,,,Sentence Structure: Writer‰Ûªs Block II,,1,295,10-Aug-2017,3:55:08
VIEW,5864595,,WINDOWS_7,CHROME,,,,Sentence Types: Writer's Block,,1,190,10-Aug-2017,3:45:55
VIEW,5864595,,WINDOWS_7,CHROME,,,,Writing Basics: Getting Started,,1,520,10-Aug-2017,3:30:01
SHARE,197521,197521,,,Client Solutions,10-Aug-2017,1:16:16,English/Writing GameScapes and Games,WEB,1,185,10-Aug-2017,1:16:16
SHARE,2241865,5538419,,,,9-Aug-2017,0:29:19,Mission 10: FSD_MongoNode,WEB,0,0,9-Aug-2017,0:29:19
SHARE,5831244,205963,,,Toolwire Sales,3-Aug-2017,6:04:40,Pearson Food Safety,WEB,0,0,3-Aug-2017,6:04:40
VIEW,197521,,WINDOWS_10,CHROME,,,,Sentences and Paragraphs: Laying the Bricks,,1,55,2-Aug-2017,22:34:11
VIEW,197521,,WINDOWS_10,CHROME,,,,Sentence Structure: Writer‰Ûªs Block II,,1,90,2-Aug-2017,22:26:42
VIEW,197521,,WINDOWS_10,CHROME,,,,"Grammar: He Said, She Said",,1,15,2-Aug-2017,21:26:10
VIEW,197521,,WINDOWS_10,CHROME,,,,Sentence Types: Writer's Block,,1,10,2-Aug-2017,21:24:04
VIEW,197521,,WINDOWS_10,CHROME,,,,Writing Basics: Getting Started,,1,15,2-Aug-2017,21:21:27
SHARE,3127028,211675,,,,1-Aug-2017,1:04:06,Mission 12: Spring Core,WEB,0,0,1-Aug-2017,1:04:06
VIEW,5538419,,WINDOWS_10,CHROME,,,,Desktop,,1,60,1-Aug-2017,0:33:54
SHARE,5538419,211675,,,,1-Aug-2017,0:33:35,Mission 1: Core Java,WEB,1,60,1-Aug-2017,0:33:35
SHARE,5538419,211675,,,,1-Aug-2017,0:33:23,Mission 4: ANSI SQL for SQL Server,WEB,0,0,1-Aug-2017,0:33:23
SHARE,5797286,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",28-Jul-2017,23:18:10,ISSA 2.0,WEB,0,0,28-Jul-2017,23:18:10
SHARE,5795216,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",28-Jul-2017,19:10:37,Website: Curriculum Overview,WEB,0,0,28-Jul-2017,19:10:37
VIEW,229551,,WINDOWS_10,CHROME,,,,Website: Curriculum Overview,,1,40,28-Jul-2017,19:09:58
VIEW,589809,,MAC_OS_X,SAFARI,,,,GDRD_SimClinicalsPortal_v13_RK.docx,,1,20,26-Jul-2017,1:24:22
SHARE,5749327,5538419,,,,20-Jul-2017,9:45:25,Mission 11: FSD_Angular,WEB,0,0,20-Jul-2017,9:45:25
VIEW,1835127,,WINDOWS_10,EDGE,,,,PPT,,1,45,20-Jul-2017,5:04:35
SHARE,1835127,211675,,,,20-Jul-2017,5:04:03,Toolwire Simulations & Games,WEB,1,45,20-Jul-2017,5:04:03
SHARE,5538419,5538419,,,,20-Jul-2017,4:21:45,Mission 14: Spring MVC,WEB,0,0,20-Jul-2017,4:21:45
SHARE,589809,211675,,,,20-Jul-2017,4:07:43,Toolwire Simulations & Games,WEB,1,15,20-Jul-2017,4:17:00
VIEW,589809,,MAC_OS_X,SAFARI,,,,PDF,,1,10,20-Jul-2017,4:16:13
SHARE,211675,211675,,,,20-Jul-2017,4:15:54,Toolwire Simulations & Games,WEB,1,25,20-Jul-2017,4:15:54
VIEW,211675,,WINDOWS_10,CHROME,,,,PDF,,1,10,20-Jul-2017,4:13:52
VIEW,589809,,MAC_OS_X,SAFARI,,,,PPT,,1,5,20-Jul-2017,4:07:59
VIEW,211675,,WINDOWS_10,CHROME,,,,PPT,,1,15,20-Jul-2017,4:06:08
SHARE,1835127,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",19-Jul-2017,15:11:23,Toolwire Learning Platform (TILE) + Content Catalog for Qtone,WEB,1,110,19-Jul-2017,15:17:00
VIEW,1835127,,WINDOWS_10,EDGE,,,,DEMO - Presentation Delivery,,1,30,19-Jul-2017,15:16:03
VIEW,1835127,,WINDOWS_10,EDGE,,,,VIDEO - Business Simulations Overview,,1,25,19-Jul-2017,15:14:17
VIEW,1835127,,WINDOWS_10,EDGE,,,,COMPANY OVERVIEW - Toolwire,,1,25,19-Jul-2017,15:12:54
VIEW,1835127,,WINDOWS_10,EDGE,,,,CATALOG - Business Simulations,,1,10,19-Jul-2017,15:12:36
VIEW,1835127,,WINDOWS_10,EDGE,,,,CATALOG - Immersive Gamfied Missions,,1,10,19-Jul-2017,15:12:14
VIEW,1835127,,WINDOWS_10,EDGE,,,,VIDEO - Immersive Gamification Overview,,1,10,19-Jul-2017,15:11:47
SHARE,3010402,211675,,,,19-Jul-2017,12:32:03,Mission 12: Spring Core,WEB,0,0,19-Jul-2017,12:32:03
SHARE,5559861,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",20-Jun-2017,12:32:20,Faculty Link_Business Foundations Simulations_DVC_BUS-109,WEB,1,72580,18-Jul-2017,21:55:00
SHARE,5702866,205963,,,Toolwire Sales,12-Jul-2017,1:06:27,LiveLabs - Statistics,WEB,1,5860,18-Jul-2017,21:41:00
VIEW,5702866,,WINDOWS_7,CHROME,,,,DEMO - Statistics LiveLabs,,1,2400,18-Jul-2017,21:00:05
VIEW,5702866,,WINDOWS_7,CHROME,,,,DEMO - Statistics LiveLabs,,1,3080,18-Jul-2017,20:08:45
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,15:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,14:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,13:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,12:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,11:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,3600,18-Jul-2017,10:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,6895,18-Jul-2017,9:00:02
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,7200,18-Jul-2017,8:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,7200,18-Jul-2017,7:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,7200,18-Jul-2017,6:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,7200,18-Jul-2017,5:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Human Resource Management,,1,6330,18-Jul-2017,4:14:31
VIEW,5559861,,WINDOWS_10,CHROME,,,,Marketing,,1,855,18-Jul-2017,4:00:01
VIEW,5559861,,WINDOWS_10,CHROME,,,,Marketing,,1,70,18-Jul-2017,3:58:51
VIEW,5559861,,WINDOWS_10,CHROME,,,,Accounting,,1,1440,18-Jul-2017,3:34:29
SHARE,5735336,211675,,,,18-Jul-2017,3:27:51,Mission 12: Spring Core,WEB,0,0,18-Jul-2017,3:27:51
VIEW,5559861,,WINDOWS_10,CHROME,,,,Finance,,1,960,18-Jul-2017,3:18:00
VIEW,5559861,,WINDOWS_10,CHROME,,,,Management Basics,,1,435,18-Jul-2017,2:48:58
VIEW,5559861,,WINDOWS_10,CHROME,,,,Ethics and Social Responsibility,,1,1505,18-Jul-2017,2:23:23
SHARE,820111,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",29-Jun-2017,6:49:27,Toolwire Learning Platform (TILE) + Content Catalog for Qtone,WEB,1,1515,15-Jul-2017,20:16:00
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - TILE Platform Overview,,1,40,15-Jul-2017,20:14:52
SHARE,5538419,211675,,,,15-Jul-2017,1:34:00,Mission 12: Spring Core,WEB,0,0,15-Jul-2017,1:34:00
SHARE,5200795,197521,,,Client Solutions,6-Apr-2017,3:52:44,Capella Environment Samplings + Business Simulations,WEB,1,5615,14-Jul-2017,23:07:00
VIEW,5200795,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 01,,1,400,14-Jul-2017,23:00:04
VIEW,5200795,,WINDOWS_10,CHROME,,,,IT Security Fundamentals - Lab 01,,1,510,14-Jul-2017,22:51:34
SHARE,5719462,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",14-Jul-2017,12:47:58,Toolwire Learning Platform (TILE) + Content Catalog,WEB,0,0,14-Jul-2017,12:47:58
VIEW,229551,,WINDOWS_10,CHROME,,,,COMPANY OVERVIEW - Toolwire,,1,30,14-Jul-2017,12:38:31
VIEW,820111,,WINDOWS_10,EDGE14,,,,WHITEPAPER - TILE,,1,230,14-Jul-2017,9:02:14
VIEW,820111,,WINDOWS_10,EDGE14,,,,CATALOG - Immersive Gamfied Missions,,1,100,14-Jul-2017,9:00:04
VIEW,820111,,WINDOWS_10,EDGE14,,,,CATALOG - Business Simulations,,1,70,14-Jul-2017,8:57:28
VIEW,820111,,WINDOWS_10,EDGE14,,,,CATALOG - Immersive Gamfied Missions,,1,95,14-Jul-2017,8:56:40
VIEW,820111,,WINDOWS_10,EDGE14,,,,VIDEO - StudentDesktops Overview,,1,30,14-Jul-2017,8:55:43
SHARE,589809,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",14-Jul-2017,5:57:19,Toolwire Learning Platform (TILE) + Content Catalog for Qtone,WEB,1,50,14-Jul-2017,5:59:00
VIEW,589809,,MAC_OS_X,SAFARI,,,,VIDEO - Security Breach Mission 1 Walkthrough,,1,50,14-Jul-2017,5:57:41
VIEW,5538419,,WINDOWS_7,CHROME,,,,Core Java Desktop,,1,45,14-Jul-2017,5:53:31
VIEW,5538419,,WINDOWS_7,CHROME,,,,VIDEO - Toolwire Virtual Desktops (1:27),,1,90,14-Jul-2017,5:51:16
SHARE,197521,197521,,,Client Solutions,14-Jul-2017,3:35:56,Security Breach - Augusta,WEB,1,4045,14-Jul-2017,3:35:56
SHARE,5716559,197521,,,Client Solutions,14-Jul-2017,1:07:59,RedFlint: Toolwire Pathways,WEB,0,0,14-Jul-2017,1:07:59
SHARE,5716559,197521,,,Client Solutions,14-Jul-2017,1:07:57,RedFlint: Toolwire Pathways,WEB,0,0,14-Jul-2017,1:07:57
SHARE,474895,5538419,,,,13-Jul-2017,19:28:05,Mission 11: FSD_Angular,WEB,0,0,13-Jul-2017,19:28:05
SHARE,5649805,205963,,,Toolwire Sales,30-Jun-2017,0:43:24,The Writing Game Series,WEB,1,930,12-Jul-2017,1:13:00
VIEW,5649805,,WINDOWS_7,IE11,,,,COMPETENCIES / LEARNING OBJECTIVES,,1,25,12-Jul-2017,1:11:53
VIEW,5702866,,WINDOWS_7,FIREFOX,,,,DEMO - Statistics LiveLabs,,1,435,12-Jul-2017,1:08:19
VIEW,5649805,,WINDOWS_7,IE11,,,,COMPETENCIES / LEARNING OBJECTIVES,,1,15,12-Jul-2017,0:54:56
VIEW,5649805,,WINDOWS_7,IE11,,,,INSTRUCTIONAL DESIGN,,1,5,12-Jul-2017,0:54:24
SHARE,5649805,205963,,,Toolwire Sales,30-Jun-2017,0:44:51,PRODUCT SHEET - Business Statistics,WEB,1,175,12-Jul-2017,0:50:00
VIEW,5649805,,WINDOWS_7,IE11,,,,PRODUCT SHEET - Business Statistics,,1,5,12-Jul-2017,0:49:01
SHARE,5538419,211675,,,,11-Jul-2017,23:58:42,Mission 7: Hibernate,WEB,0,0,11-Jul-2017,23:58:42
VIEW,229551,,WINDOWS_10,CHROME,,,,EFFICACY RESEARCH - Toolwire Business Simulations,,1,15,11-Jul-2017,22:54:23
VIEW,229551,,WINDOWS_10,CHROME,,,,Instructional Architecture Overview,,1,100,11-Jul-2017,22:52:36
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO (2:15) - How Assessment and Remediation Works,,1,5,11-Jul-2017,22:52:26
VIEW,229551,,WINDOWS_10,CHROME,,,,CATALOG,,1,270,11-Jul-2017,22:47:35
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Company Overview,,1,440,11-Jul-2017,22:40:07
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",11-Jul-2017,19:23:33,TILE Platform for Reliance Industries,WEB,0,0,11-Jul-2017,19:23:33
SHARE,5682614,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",7-Jul-2017,16:11:16,Toolwire Learning Platform (TILE) + Content Catalog for Qtone,WEB,1,1675,11-Jul-2017,11:59:00
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO - StudentDesktops Overview,,1,125,11-Jul-2017,11:54:54
VIEW,5682614,,WINDOWS_10,CHROME,,,,CATALOG - Immersive Gamfied Missions,,1,70,11-Jul-2017,11:53:12
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO - Security Breach Mission 1 Walkthrough,,1,365,11-Jul-2017,11:39:20
VIEW,5682614,,WINDOWS_10,CHROME,,,,COMPANY OVERVIEW - Toolwire,,1,5,10-Jul-2017,19:15:12
VIEW,5682614,,WINDOWS_10,CHROME,,,,COMPANY OVERVIEW - Toolwire,,1,65,9-Jul-2017,22:06:31
VIEW,5682614,,WINDOWS_10,CHROME,,,,COMPANY OVERVIEW - Toolwire,,1,80,9-Jul-2017,21:54:32
VIEW,5682614,,WINDOWS_10,CHROME,,,,WHITEPAPER - TILE,,1,140,9-Jul-2017,21:52:04
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO  - Writing Games Overview,,1,235,9-Jul-2017,21:33:44
VIEW,820111,,WINDOWS_10,FIREFOX,,,,CATALOG - LiveLabs,,1,5,9-Jul-2017,21:31:00
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO  - Writing Games Overview,,1,210,9-Jul-2017,19:16:26
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO - Immersive Gamification Overview,,1,140,9-Jul-2017,19:12:43
VIEW,820111,,WINDOWS_10,FIREFOX,,,,CATALOG - LiveLabs,,1,120,9-Jul-2017,18:54:47
VIEW,820111,,WINDOWS_10,FIREFOX,,,,CATALOG - Business Simulations,,1,45,9-Jul-2017,18:53:31
VIEW,820111,,WINDOWS_10,FIREFOX,,,,CATALOG - Immersive Gamfied Missions,,1,35,9-Jul-2017,18:51:29
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - Security Breach Mission 1 Walkthrough,,1,120,9-Jul-2017,18:44:55
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - Immersive Gamification Overview,,1,245,9-Jul-2017,18:40:17
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",8-Jul-2017,5:06:12,Toolwire Simulation Games for VitalSource,WEB,1,1205,8-Jul-2017,5:06:12
SHARE,5538419,5538419,,,,8-Jul-2017,0:10:13,Mission 11: FSD_Angular,WEB,0,0,8-Jul-2017,0:10:13
VIEW,5682614,,WINDOWS_10,CHROME,,,,VIDEO - LiveLabs Overview,,1,240,7-Jul-2017,16:12:05
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - TILE Platform Overview,,1,30,7-Jul-2017,12:11:09
SHARE,2241865,197521,,,Client Solutions,6-Jul-2017,1:19:08,RedFlint and University of Phoenix,WEB,1,14520,7-Jul-2017,2:02:00
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,75,7-Jul-2017,2:00:02
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,390,7-Jul-2017,1:53:29
SHARE,2241865,197521,,,Client Solutions,7-Jul-2017,1:53:17,RedFlint and University of Phoenix,WEB,1,14520,7-Jul-2017,1:53:17
SHARE,5675465,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",6-Jul-2017,14:24:06,Toolwire Platform Overview for QTone,WEB,1,75,6-Jul-2017,14:28:00
VIEW,5675465,,WINDOWS_10,EDGE13,,,,DATASHEET - Toolwire Virtual Desktops,,1,75,6-Jul-2017,14:26:28
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,310,6-Jul-2017,6:06:04
SHARE,2241865,197521,,,Client Solutions,6-Jul-2017,6:05:52,RedFlint and University of Phoenix,WEB,1,14520,6-Jul-2017,6:05:52
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,235,6-Jul-2017,5:00:04
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,3600,6-Jul-2017,4:00:04
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,3600,6-Jul-2017,3:00:04
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 2: ‰ÛÏAttack‰Ûù the System,,1,30,6-Jul-2017,2:28:20
SHARE,2241865,197521,,,Client Solutions,6-Jul-2017,2:20:57,RedFlint and University of Phoenix,WEB,1,14520,6-Jul-2017,2:20:57
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,4005,6-Jul-2017,2:00:04
SHARE,2241865,197521,,,Client Solutions,6-Jul-2017,1:35:10,RedFlint and University of Phoenix,WEB,1,14520,6-Jul-2017,1:35:10
SHARE,2241865,197521,,,Client Solutions,6-Jun-2016,21:26:25,RedFlint: Toolwire Pathways,WEB,1,106,6-Jul-2017,1:32:00
VIEW,2241865,,MAC_OS_X,CHROME,,,,Walk-through Video - Security Breach Mission 1: Identify the Breach,,1,15,6-Jul-2017,1:30:56
VIEW,2241865,,MAC_OS_X,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,2275,6-Jul-2017,1:23:03
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Mission 2: ‰ÛÏAttack‰Ûù the System,,1,15,6-Jul-2017,1:18:00
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,305,6-Jul-2017,1:00:04
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,515,6-Jul-2017,0:45:57
SHARE,5649805,205963,,,Toolwire Sales,5-Jul-2017,20:49:00,LiveLabs - Statistics,WEB,1,110,5-Jul-2017,20:52:00
VIEW,5649805,,WINDOWS_7,FIREFOX,,,,DEMO - Statistics LiveLabs,,1,110,5-Jul-2017,20:49:27
VIEW,820111,,WINDOWS_10,FIREFOX,,,,COMPANY OVERVIEW - Toolwire,,1,35,5-Jul-2017,19:11:00
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - LiveLabs Overview,,1,65,5-Jul-2017,19:09:18
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - Security Breach Mission 1 Walkthrough,,1,30,5-Jul-2017,19:08:33
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - Immersive Gamification Overview,,1,70,5-Jul-2017,19:07:41
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - TILE Platform Overview,,1,35,5-Jul-2017,19:06:35
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - How Assessment and Remediation Works,,1,10,3-Jul-2017,22:00:01
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - LiveLabs Overview,,1,5,3-Jul-2017,21:58:40
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - How Assessment and Remediation Works,,1,15,3-Jul-2017,21:57:41
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Immersive Gamification Overview,,1,10,3-Jul-2017,21:28:22
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - TILE Platform Overview,,1,30,3-Jul-2017,21:28:10
SHARE,820111,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",1-Jul-2017,20:15:47,Test,WEB,1,480,2-Jul-2017,6:10:00
VIEW,820111,,WINDOWS_10,FIREFOX,,,,The Toolwire Difference (2).mp4,,1,25,2-Jul-2017,6:05:23
SHARE,580601,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",2-Jul-2017,5:13:29,Test,WEB,0,0,2-Jul-2017,5:13:29
VIEW,820111,,WINDOWS_10,FIREFOX,,,,The Toolwire Difference (2).mp4,,1,115,1-Jul-2017,20:22:40
VIEW,820111,,WINDOWS_10,FIREFOX,,,,TW Difference 2014,,1,215,1-Jul-2017,20:21:06
VIEW,820111,,WINDOWS_10,FIREFOX,,,,Business Communication Games-HD.mp4,,1,20,1-Jul-2017,20:18:22
VIEW,820111,,WINDOWS_10,FIREFOX,,,,Security Breach Mission1 Walkthrough.mp4,,1,105,1-Jul-2017,20:16:08
VIEW,229551,,WINDOWS_10,CHROME,,,,TW Difference 2014,,1,20,1-Jul-2017,14:31:37
VIEW,229551,,WINDOWS_10,CHROME,,,,Security Breach Mission1 Walkthrough.mp4,,1,20,1-Jul-2017,14:15:03
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Business Simulations Overview,,1,25,1-Jul-2017,13:26:18
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Immersive Gamification Overview,,1,20,1-Jul-2017,13:05:55
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - TILE Platform Overview,,1,35,1-Jul-2017,12:53:58
SHARE,580601,197521,,,Client Solutions,1-Jul-2017,2:49:19,Smart Draw Tutorial Videos,WEB,0,0,1-Jul-2017,2:49:19
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",1-Jul-2017,1:39:58,Toolwire Learning Platform (TILE) + Content Catalog for Qtone,WEB,1,365,1-Jul-2017,1:39:58
VIEW,5559861,,WINDOWS_10,CHROME,,,,International Business,,1,220,30-Jun-2017,23:38:45
SHARE,5648361,5538419,,,,30-Jun-2017,15:25:59,Mission 11: FSD_Angular,WEB,0,0,30-Jun-2017,15:25:59
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - TILE Platform Overview,,1,5,30-Jun-2017,12:06:54
VIEW,820111,,WINDOWS_10,FIREFOX,,,,VIDEO - TILE Platform Overview,,1,5,30-Jun-2017,7:59:39
VIEW,5649805,,WINDOWS_7,CHROME,,,,Thesis Statements,,1,590,30-Jun-2017,7:00:01
VIEW,5649805,,WINDOWS_7,FIREFOX,,,,Thesis Statements,,1,260,30-Jun-2017,6:49:42
VIEW,205963,,WINDOWS_10,CHROME,,,,Thesis Statements,,1,10,30-Jun-2017,4:33:41
VIEW,820111,,WINDOWS_10,EDGE14,,,,VIDEO - Immersive Gamification Overview,,1,40,30-Jun-2017,3:49:41
VIEW,820111,,WINDOWS_10,EDGE14,,,,WHITEPAPER - TILE,,1,5,30-Jun-2017,3:49:27
VIEW,820111,,WINDOWS_10,EDGE14,,,,VIDEO - TILE Platform Overview,,1,15,30-Jun-2017,3:49:04
VIEW,5649805,,WINDOWS_7,IE11,,,,PRODUCT SHEET - Business Statistics,,1,45,30-Jun-2017,3:04:58
VIEW,5649805,,WINDOWS_7,IE11,,,,PRODUCT SHEET - Business Statistics,,1,5,30-Jun-2017,2:58:14
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - LiveLabs Overview,,1,5,30-Jun-2017,2:03:13
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - StudentDesktops Overview,,1,5,30-Jun-2017,2:02:54
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO  - Writing Games Overview,,1,20,30-Jun-2017,2:00:33
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - How Assessment and Remediation Works,,1,5,30-Jun-2017,2:00:08
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Business Simulations Overview,,1,5,30-Jun-2017,1:59:58
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Security Breach Mission 1 Walkthrough,,1,10,30-Jun-2017,1:59:13
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - Immersive Gamification Overview,,1,25,30-Jun-2017,1:58:57
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - TILE Platform Overview,,1,5,30-Jun-2017,1:36:00
VIEW,229551,,WINDOWS_10,CHROME,,,,COMPANY OVERVIEW - Toolwire,,1,5,30-Jun-2017,0:56:50
VIEW,229551,,WINDOWS_10,CHROME,,,,WHITEPAPER - TILE,,1,5,30-Jun-2017,0:56:43
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO - StudentDesktops Overview,,1,10,30-Jun-2017,0:51:08
VIEW,229551,,WINDOWS_10,CHROME,,,,VIDEO  - Writing Games Overview,,1,15,30-Jun-2017,0:48:35
