Activity Type, User ID, RM ID, User OS, User OS Share, Viewing App, Viewing App Version, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time,,
VIEW,3480466,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,"Martin, Ruth 4.64KW Preliminary Estimate.pdf",,1,130,10-Aug-2017,6:47:02,,
VIEW,3480466,,WINDOWS_7,WINDOWS_7,FIREFOX,,,,,"Martin, Ruth 4.64KW Preliminary Estimate without Oregon State Tax Credit.pdf",,1,480,10-Aug-2017,6:37:25,,
SHARE,3195226,2834196,,WEB,,,,8-Aug-2017,7:12:43,Get the Power Nancy Isbell,WEB,1,525,10-Aug-2017,5:45:00,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Read what our customers have to say,,1,5,10-Aug-2017,5:29:50,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Isbell, Nancy 5.8KW Preliminary Estimate.pdf",,1,220,10-Aug-2017,5:27:00,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,About E2 Solar,,1,5,10-Aug-2017,5:26:49,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Request your site assessment,,1,35,10-Aug-2017,5:26:31,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Estimate the benefits of solar,,1,120,10-Aug-2017,5:24:28,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Your comments:,,1,5,10-Aug-2017,5:24:20,,
VIEW,3195226,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Your Solar Interest - form,,1,135,10-Aug-2017,5:22:00,,
SHARE,3480466,2834196,,WEB,,,,10-Aug-2017,3:09:16,Get the Power Ruth Martin,WEB,1,1315,10-Aug-2017,3:09:16,,
SHARE,5199507,2834196,,WEB,,,,2-Jun-2017,6:07:54,Solar Blueprint Susan Payne,WEB,1,2025,10-Aug-2017,0:34:00,,
VIEW,5199507,,MAC_OS_X,MAC_OS_X,FIREFOX48,,,,,"Payne, Susan 4.64KW Battery Backup Ready Bid Proposal.pdf",,1,5,10-Aug-2017,0:33:57,,
VIEW,5860243,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Lot 921 NW Fields St 5.6KW Preliminary Estimate.pdf,,1,15,9-Aug-2017,23:43:37,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Mungeam E2 Solar Contract,,1,20,9-Aug-2017,23:41:35,,
VIEW,5199507,,MAC_OS_X,MAC_OS_X,FIREFOX48,,,,,"Payne, Susan 4.64KW Battery Backup Ready Bid Proposal.pdf",,1,165,9-Aug-2017,23:35:15,,
VIEW,5199507,,MAC_OS_X,MAC_OS_X,FIREFOX48,,,,,"Payne, Susan 4.64KW String Inverter with Secure Power Supply Bid Proposal.pdf",,1,115,9-Aug-2017,23:33:08,,
VIEW,5199507,,MAC_OS_X,MAC_OS_X,FIREFOX48,,,,,"Payne, Susan 8.12KW String Inverter with Secure Power Supply Bid Proposal.pdf",,1,145,9-Aug-2017,23:30:33,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Carroll, Brian 4.64kW Preliminary Estimate..pdf",,1,255,9-Aug-2017,22:31:42,,
VIEW,5859148,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"McGowan, Torree 5.51KW Preliminary Estimate.pdf",,1,25,9-Aug-2017,6:50:07,,
SHARE,5860243,2834196,,WEB,,,,9-Aug-2017,5:54:36,Get the Power Randy Grout,WEB,1,60,9-Aug-2017,5:54:36,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Lot 921 NW Fields St 5.6KW Preliminary Estimate.pdf,,1,5,9-Aug-2017,5:54:13,,
VIEW,5852417,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Roberts, Sean 4.64KW Preliminary Estimate.pdf",,1,80,9-Aug-2017,5:22:02,,
SHARE,5859148,2834196,,WEB,,,,9-Aug-2017,4:11:08,Get the Power Torree McGowan,WEB,1,185,9-Aug-2017,4:11:08,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"McGowan, Torree 5.51KW Preliminary Estimate.pdf",,1,10,9-Aug-2017,4:10:45,,
VIEW,5255454,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gale, Dakota 5.36KW Bid Proposal.pdf",,1,45,9-Aug-2017,3:37:35,,
SHARE,5858299,2834196,,WEB,,,,9-Aug-2017,0:58:58,Get the Power Matt Thorburn,WEB,1,290,9-Aug-2017,0:58:58,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thorburn, Matt 8.12KW Preliminary Estimate.pdf",,1,10,9-Aug-2017,0:57:57,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Soliz, Raymond 8.12kW Preliminary Estimate..pdf",,1,5,9-Aug-2017,0:10:49,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Carroll, Brian 4.64kW Preliminary Estimate..pdf",,1,55,9-Aug-2017,0:07:53,,
VIEW,5857818,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Bush, Jordan 5.22KW Preliminary Estimate.pdf",,1,5,9-Aug-2017,0:07:32,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Carroll, Brian 4.64kW Preliminary Estimate..pdf",,1,70,8-Aug-2017,23:22:08,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Soliz, Raymond 8.12kW Preliminary Estimate..pdf",,1,80,8-Aug-2017,23:15:23,,
VIEW,5857818,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Bush, Jordan 5.22KW Preliminary Estimate.pdf",,1,420,8-Aug-2017,23:11:06,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Baldock, Jerry 5.22KW Preliminary Estimate.pdf",,1,25,8-Aug-2017,23:06:17,,
VIEW,3480466,,WINDOWS_7,WINDOWS_7,IE7,,,,,"Martin, Ruth 4.64KW Preliminary Estimate.pdf",,1,100,8-Aug-2017,23:04:00,,
VIEW,3480466,,WINDOWS_7,WINDOWS_7,IE7,,,,,Solar Cost Terminology,,1,140,8-Aug-2017,23:00:31,,
SHARE,5857818,2834196,,WEB,,,,8-Aug-2017,23:00:17,Get the Power Jordan Bush,WEB,1,425,8-Aug-2017,23:00:17,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Bush, Jordan 5.22KW Preliminary Estimate.pdf",,1,10,8-Aug-2017,22:55:56,,
VIEW,3480466,,WINDOWS_7,WINDOWS_7,IE11,,,,,Solar Cost Terminology,,1,500,8-Aug-2017,22:47:31,,
SHARE,3480466,2834196,,WEB,,,,8-Aug-2017,22:10:31,Get the Power Ruth Martin,WEB,1,1315,8-Aug-2017,22:10:31,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Martin, Ruth 4.64KW Preliminary Estimate.pdf",,1,15,8-Aug-2017,22:10:04,,
VIEW,5778864,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Foster, Mark 6.72KW Preliminary Estimate.pdf",,1,105,8-Aug-2017,17:51:06,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,5,8-Aug-2017,6:59:02,,
SHARE,5778864,2834196,,WEB,,,,8-Aug-2017,6:55:34,Get the Power Mark Foster,WEB,1,105,8-Aug-2017,6:55:34,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Foster, Mark 6.72KW Preliminary Estimate.pdf",,1,25,8-Aug-2017,6:54:24,,
SHARE,5282278,2834196,,WEB,,,,12-Jul-2017,3:28:39,Get the Power Miles Mehner,WEB,1,15,8-Aug-2017,5:40:00,,
VIEW,5282278,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Mehner, Miles 4.64KW Preliminary Estimate.pdf",,1,5,8-Aug-2017,5:39:31,,
SHARE,5524578,2834196,,WEB,,,,27-Jul-2017,6:11:20,Solar Blueprint Charles and Sarah Gradek,WEB,1,100,8-Aug-2017,4:36:00,,
VIEW,5524578,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gradek, Charles 3.64KW Bid Proposal.pdf",,1,40,8-Aug-2017,4:33:50,,
SHARE,5852417,2834196,,WEB,,,,8-Aug-2017,3:03:44,Get the Power Sean Roberts,WEB,1,80,8-Aug-2017,3:03:44,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"VanRoekel, Steven 20.70KW GroundMount Preliminary Estimate.pdf",,1,15,8-Aug-2017,2:29:09,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,50,7-Aug-2017,21:42:58,,
VIEW,5239677,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Request your site assessment,,1,55,7-Aug-2017,15:35:17,,
VIEW,5239677,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Energy Trust funding status for Pacific Power customers,,1,55,7-Aug-2017,15:34:10,,
VIEW,5239677,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Oregon renewable energy tax credit,,1,70,7-Aug-2017,15:32:39,,
VIEW,5239677,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Federal energy tax credit,,1,40,7-Aug-2017,15:31:45,,
VIEW,5824573,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Solar Cost Terminology,,1,240,7-Aug-2017,10:10:22,,
VIEW,5824573,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Update on expiration of Oregon Residential energy tax credit,,1,120,7-Aug-2017,10:08:08,,
VIEW,5824573,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,195,7-Aug-2017,10:04:40,,
VIEW,5824573,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers only,,1,35,7-Aug-2017,10:03:59,,
SHARE,3288051,2834196,,WEB,,,,12-Jan-2017,2:26:37,Get the power Dorrie Mortensen,WEB,1,83,5-Aug-2017,4:14:00,,
VIEW,3288051,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Making a difference with solar,,1,30,5-Aug-2017,4:13:06,,
VIEW,5835414,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Tinsley 6.38kW Preliminary Estimate..pdf,,1,40,4-Aug-2017,19:32:37,,
SHARE,5835414,2622013,,WEB,,,,4-Aug-2017,3:48:03,Get the Power - Patrick Tinsley,WEB,1,40,4-Aug-2017,3:48:03,,
SHARE,4939033,2834196,,WEB,,,,9-Mar-2017,4:24:05,Welcome the sun into your home Mac Douglas,WEB,1,545,3-Aug-2017,10:03:00,,
SHARE,4939033,2834196,,WEB,,,,15-Mar-2017,7:26:10,Welcome the sun into your home Mac Douglas,WEB,1,545,3-Aug-2017,10:03:00,,
VIEW,4939033,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,"Douglas, Mac 10.44KW Preliminary Estimate.pdf",,1,120,3-Aug-2017,10:00:08,,
VIEW,4939033,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,"Douglas, Mac 10.44KW Preliminary Estimate.pdf",,1,240,3-Aug-2017,9:50:44,,
VIEW,5830158,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Listing of tax credit certified technicians,,1,50,3-Aug-2017,9:03:49,,
VIEW,5830158,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Choosing a contractor,,1,140,3-Aug-2017,9:01:18,,
VIEW,5830158,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gooch, Paul 3.19kW Preliminary Estimate.pdf",,1,5,3-Aug-2017,7:23:35,,
VIEW,5830158,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gooch, Paul 3.19kW Preliminary Estimate.pdf",,1,70,3-Aug-2017,5:33:08,,
SHARE,3644223,2622013,,WEB,,,,12-Nov-2016,0:29:22,Important Solar Documents - Farrens,WEB,1,126,3-Aug-2017,4:36:00,,
VIEW,3644223,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Federal Form 5695 - Residential Energy Credits,,1,5,3-Aug-2017,4:35:12,,
VIEW,3644223,,WINDOWS_7,WINDOWS_7,CHROME,,,,,RETC Application Submission Reciept,,1,100,3-Aug-2017,4:07:48,,
SHARE,5830158,2622013,,WEB,,,,3-Aug-2017,3:56:07,Get the Power - Paul Gooch,WEB,1,75,3-Aug-2017,3:56:07,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Listing of tax credit certified technicians,,1,55,3-Aug-2017,3:41:09,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"VanRoekel, Steven 20.70KW GroundMount Preliminary Estimate.pdf",,1,10,3-Aug-2017,2:57:16,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"VanRoekel, Steven 20.70KW GroundMount Preliminary Estimate.pdf",,1,45,3-Aug-2017,1:37:51,,
VIEW,5282278,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Mehner, Miles 4.64KW Preliminary Estimate.pdf",,1,5,3-Aug-2017,1:25:39,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Vaughan, Melissa 5.8kW Preliminary Estimate..pdf",,1,5,2-Aug-2017,22:03:36,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Vaughan, Melissa 5.8kW Preliminary Estimate..pdf",,1,10,2-Aug-2017,21:59:33,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Rightmire, Andrew 4.64KW Preliminary Estimate.pdf",,1,35,2-Aug-2017,21:54:51,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,SolarEdge performance under shaded conditions,,1,5,2-Aug-2017,21:44:00,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Platt, Devin 4.64KW Preliminary Estimate.pdf",,1,10,2-Aug-2017,21:43:42,,
SHARE,5824573,2622013,,WEB,,,,2-Aug-2017,4:41:08,Get the Power - Phil Rice,WEB,0,0,2-Aug-2017,4:41:08,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Rice, Phil 10.73kW Preliminary Estimate.pdf",,1,35,2-Aug-2017,4:40:01,,
VIEW,5823534,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Schmerber, Lou 5.8kW.pdf",,1,40,2-Aug-2017,2:31:06,,
SHARE,5823534,2636314,,WEB,,,,2-Aug-2017,1:43:02,Get the Power Lou Schmerber,WEB,1,40,2-Aug-2017,1:43:02,,
VIEW,2636314,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Read what our customers have to say,,1,65,2-Aug-2017,0:39:07,,
VIEW,2636314,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,About E2 Solar,,1,110,2-Aug-2017,0:37:11,,
VIEW,2636314,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your Solar Interest - form,,1,15,2-Aug-2017,0:36:44,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,E2 Solar Contract,,1,60,2-Aug-2017,0:36:02,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Garland Contracts   ,,1,15,2-Aug-2017,0:35:14,,
VIEW,2636314,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Schmerber, Lou 5.8kW.pdf",,1,40,2-Aug-2017,0:35:06,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust Incentive Application   ,,1,5,2-Aug-2017,0:34:26,,
VIEW,2636314,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,195,2-Aug-2017,0:33:46,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Garland Contracts   ,,1,50,2-Aug-2017,0:33:33,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your Solar Interest - form,,1,10,2-Aug-2017,0:33:13,,
VIEW,5812998,,WINDOWS_7,WINDOWS_7,IE11,,,,,Your comments:,,1,5,1-Aug-2017,21:36:47,,
VIEW,5812998,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,5,1-Aug-2017,10:47:12,,
VIEW,5812998,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Carroll, Brian 4.64kW Preliminary Estimate..pdf",,1,5,1-Aug-2017,10:47:02,,
VIEW,5812998,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Carroll, Brian 4.64kW Preliminary Estimate..pdf",,1,140,1-Aug-2017,9:40:57,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,Request your site assessment,,1,5,1-Aug-2017,7:51:21,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,About E2 Solar,,1,110,1-Aug-2017,7:49:25,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,Read what our customers have to say,,1,10,1-Aug-2017,7:49:14,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,Read what our customers have to say,,1,55,1-Aug-2017,6:33:58,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,Estimate the benefits of solar,,1,10,1-Aug-2017,6:33:38,,
VIEW,5811767,,WINDOWS_10,WINDOWS_10,OPERA,,,,,"Soliz, Raymond 8.12kW Preliminary Estimate..pdf",,1,65,1-Aug-2017,6:28:59,,
SHARE,5812998,2622013,,WEB,,,,1-Aug-2017,5:28:03,Get the Power - Brian Carroll,WEB,1,155,1-Aug-2017,5:28:03,,
SHARE,5811767,2622013,,WEB,,,,1-Aug-2017,3:31:07,Get the Power - Raymond Soliz,WEB,1,255,1-Aug-2017,3:31:07,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Soliz, Raymond 8.12kW Preliminary Estimate..pdf",,1,30,1-Aug-2017,3:29:56,,
VIEW,4939033,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,"Douglas, Mac 10.44KW Preliminary Estimate.pdf",,1,50,1-Aug-2017,3:25:58,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cochenour, Devon 6.09KW Preliminary Bid Proposal.pdf",,1,5,1-Aug-2017,2:04:23,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cochenour, Devon 6.09KW Preliminary Bid Proposal.pdf",,1,25,1-Aug-2017,1:54:49,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,15,1-Aug-2017,1:54:06,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Johnson, Jacob 12.18KW Bid Proposal.pdf",,1,25,1-Aug-2017,1:32:38,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,E2 Solar Contracts for Matthew & Breanna Crawford ,,1,50,31-Jul-2017,23:40:48,,
VIEW,5791005,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Peterson, Greg 6.38KW Bid Proposal.pdf",,1,100,31-Jul-2017,20:33:29,,
VIEW,5791005,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Peterson, Greg 5.22KW Bid Proposal.pdf",,1,165,31-Jul-2017,20:31:00,,
VIEW,5791005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Peterson, Greg 6.38KW Bid Proposal.pdf",,1,10,31-Jul-2017,1:16:49,,
VIEW,5791005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust Incentive Funding Status,,1,65,31-Jul-2017,1:16:23,,
VIEW,5791005,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Peterson, Greg 5.22KW Bid Proposal.pdf",,1,10,31-Jul-2017,1:15:52,,
VIEW,5799269,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Request your site assessment,,1,30,30-Jul-2017,9:08:42,,
VIEW,5799269,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,205,30-Jul-2017,9:06:32,,
VIEW,5799269,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Vaughan, Melissa 5.8kW Preliminary Estimate..pdf",,1,60,30-Jul-2017,9:05:41,,
VIEW,5781111,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Gorman, Andrew 6.09KW Residential Preliminary Estimate.pdf",,1,45,29-Jul-2017,5:31:37,,
VIEW,5781111,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Gorman, Andrew 6.09KW Commercial Preliminary Estimate.pdf",,1,70,29-Jul-2017,5:30:18,,
VIEW,5781111,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Gorman, Andrew 5.22KW Residential Preliminary Estimate.pdf",,1,70,29-Jul-2017,5:28:54,,
VIEW,5781111,,MAC_OS_X,MAC_OS_X,CHROME,,,,,"Gorman, Andrew 5.22KW Commercial Preliminary Estimate.pdf",,1,80,29-Jul-2017,5:27:32,,
SHARE,5736751,2622013,,WEB,,,,28-Jul-2017,23:42:57,E2 Solar contracts for Matthew & Breanna Crawford,WEB,1,585,29-Jul-2017,4:29:00,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Schedule 135 from Pacific Power,,1,20,29-Jul-2017,4:27:48,,
SHARE,5736751,2834196,,WEB,,,,20-Jul-2017,4:27:04,Solar Blueprint Matt Crawford,WEB,1,725,29-Jul-2017,4:26:00,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Crawford, Matt 5.80KW Bid Proposal.pdf",,1,25,29-Jul-2017,4:25:38,,
SHARE,5799269,2622013,,WEB,,,,29-Jul-2017,4:25:02,Get the Power - Melissa Vaughan,WEB,1,295,29-Jul-2017,4:25:02,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Energy Trust Incentive Application  ,,1,95,29-Jul-2017,4:24:13,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Read what our customers have to say,,1,55,29-Jul-2017,4:22:52,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your site assessment,,1,5,29-Jul-2017,4:22:44,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,5,29-Jul-2017,4:22:34,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Vaughan, Melissa 5.8kW Preliminary Estimate..pdf",,1,25,29-Jul-2017,4:22:05,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,E2 Solar Contracts for Matthew & Breanna Crawford ,,1,125,29-Jul-2017,4:19:42,,
SHARE,5736751,2622013,,WEB,,,,29-Jul-2017,4:14:36,E2 Solar Contracts for Matthew & Breanna Crawford ,WEB,1,125,29-Jul-2017,4:14:36,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,E2 Solar Contracts for Matthew & Breanna Crawford ,,1,65,29-Jul-2017,4:13:44,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Energy Trust Incentive Application  ,,1,70,29-Jul-2017,3:21:59,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Schedule 135 from Pacific Power,,1,245,29-Jul-2017,3:16:04,,
VIEW,5736751,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Net Metering Agreement (Sample Only),,1,30,29-Jul-2017,3:15:28,,
VIEW,5791005,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Peterson, Greg 5.22KW Bid Proposal.pdf",,1,15,28-Jul-2017,9:18:04,,
VIEW,5791841,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Estimate the benefits of solar,,1,45,28-Jul-2017,8:44:19,,
VIEW,5791841,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Rightmire, Andrew 4.64KW Preliminary Estimate.pdf",,1,65,28-Jul-2017,8:44:12,,
VIEW,5703879,,ANDROID6_TABLET,ANDROID6_TABLET,CHROME,,,,,"Hanson, Dennis 4.64KW Preliminary Estimate.pdf",,1,30,28-Jul-2017,4:36:31,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Foster, Mark 6.72KW Preliminary Estimate.pdf",,1,10,28-Jul-2017,4:31:02,,
SHARE,5791841,2834196,,WEB,,,,28-Jul-2017,4:05:39,Get the Power Andrew Rightmire,WEB,1,110,28-Jul-2017,4:05:39,,
SHARE,5791825,2834196,,WEB,,,,28-Jul-2017,3:58:02,Get the Power Andrew Rightmire,WEB,0,0,28-Jul-2017,3:58:02,,
SHARE,5781111,2834196,,WEB,,,,28-Jul-2017,2:42:18,Get the Power Andrew Gorman,WEB,1,295,28-Jul-2017,2:42:18,,
SHARE,5703879,2834196,,WEB,,,,28-Jul-2017,2:15:49,Get the Power Dennis Hanson,WEB,1,30,28-Jul-2017,2:15:49,,
SHARE,5791005,2834196,,WEB,,,,28-Jul-2017,2:00:54,Solar Blueprint Greg Peterson,WEB,1,365,28-Jul-2017,2:00:54,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Peterson, Greg 5.22KW Bid Proposal.pdf",,1,5,28-Jul-2017,2:00:27,,
VIEW,5524578,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gradek, Charles 3.64KW Bid Proposal.pdf",,1,60,27-Jul-2017,22:38:39,,
VIEW,5239677,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Peterson, Oliver 26.22KW Groundmount Preliminary Bid Proposal.pdf",,1,125,27-Jul-2017,22:29:42,,
VIEW,5778045,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Request your site assessment,,1,60,27-Jul-2017,17:46:50,,
VIEW,5778045,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Fogarty, Jon 7.84KW Preliminary Estimate.pdf",,1,20,27-Jul-2017,17:43:00,,
VIEW,5787743,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Sonnevil, Ron 5.22KW Preliminary Estimate.pdf",,1,150,27-Jul-2017,10:36:42,,
SHARE,5778045,2834196,,WEB,,,,27-Jul-2017,7:28:17,Get the Power Jon Fogarty,WEB,1,175,27-Jul-2017,7:28:17,,
SHARE,5787743,2834196,,WEB,,,,27-Jul-2017,6:55:05,Get the Power Ron Sonnevil,WEB,1,150,27-Jul-2017,6:55:05,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gradek, Charles 3.64KW Bid Proposal.pdf",,1,15,27-Jul-2017,6:10:53,,
SHARE,5314722,2622013,,WEB,,,,21-Jul-2017,23:56:29,E2 Solar contracts for Walt Rhodes,WEB,1,655,27-Jul-2017,6:01:00,,
VIEW,5314722,,WINDOWS_7,WINDOWS_7,IE11,,,,,Net Metering Agreement (Sample Only),,1,20,27-Jul-2017,6:00:11,,
